customer_id,acquisition_month,cancelled_month,sex
017eb9e4-d849-4fcd-8ee7-a1b41b600e74,2020-01-01,2020-02-01,female
0182931d-8341-4f7d-ba78-0af967ef340a,2020-01-01,2020-02-01,female
01839ad2-ffc5-4613-a80f-da1dbeab81ad,2020-01-01,2020-02-01,female
0183b182-592f-4475-8293-47d2a85b8d29,2020-01-01,2020-02-01,female
0183f51c-be59-4b6b-976f-dd893ebcb621,2020-01-01,2020-02-01,female
018455bb-4d0c-4d48-93cb-db81c65ccd9f,2020-01-01,2020-02-01,female
01847c9e-1f11-46fa-901b-14a6e438693b,2020-01-01,2020-02-01,female
0188de0e-2cda-4692-aa06-e5e01e5b4363,2020-01-01,2020-02-01,female
01895a84-93d3-4009-88ad-e3265129b4a0,2020-01-01,2020-02-01,female
018acd2e-3b2d-4a0c-874f-bab4e72e0354,2020-01-01,2020-02-01,female
018c961d-11df-4b23-940e-9f434fa735e0,2020-01-01,2020-02-01,female
0191553c-e173-490d-a053-e4f64fc183bd,2020-01-01,2020-02-01,female
01915afa-a2b6-4c6a-9ec3-f8fd2bcd6dfe,2020-01-01,2020-02-01,female
01927588-41a6-4c21-a5f7-836dd40122e4,2020-01-01,2020-02-01,female
0192fd24-4c47-4064-a95a-367cf39bf439,2020-01-01,2020-02-01,male
01932f91-758c-4093-881a-6e4dfeef3268,2020-01-01,2020-02-01,female
01936c16-d020-447a-9b2c-9e142118b410,2020-01-01,2020-02-01,female
0194e949-ca8b-41c4-9542-be0f5a56f346,2020-01-01,2020-02-01,female
0197508f-3a86-418c-9f27-a92dc56314a8,2020-01-01,2020-02-01,female
019a9309-d8d4-4d77-b6df-35dbf6a25bac,2020-01-01,2020-02-01,female
019ba104-2cb2-4ed3-9599-5e9f0d4a66c9,2020-01-01,2020-02-01,female
019c5f43-65aa-48d2-a8b7-5a714a8642a4,2020-01-01,2020-02-01,female
019e557a-eab1-4ffa-a6ab-29bf3f21b019,2020-01-01,2020-02-01,female
019e7b8e-49c7-4b9a-8e61-6d7714e0849c,2020-01-01,2020-02-01,female
01a10114-64d7-42bd-a5a3-556f913859e9,2020-01-01,2020-02-01,female
01a1b2d2-5f16-4712-8fc3-1932b2103f1e,2020-01-01,2020-02-01,female
01a1be3f-f1e2-47d8-9e0e-005fb5a2c4dc,2020-01-01,2020-02-01,female
01a2d0be-46f5-49e0-9c72-78d4625acd21,2020-01-01,2020-02-01,female
01a3a3b3-8a72-403e-a324-f7236d73f800,2020-01-01,2020-02-01,female
01a48779-0c0e-4f40-90de-6e73a770c39b,2020-01-01,2020-02-01,female
01a7410e-a28c-4436-a23e-e78c2256c506,2020-01-01,2020-02-01,female
01a8e14d-8c95-420d-a1d3-4411fbcbc7b4,2020-01-01,2020-02-01,female
01aaaeb8-71a8-44de-b57f-ad4e1788b980,2020-01-01,2020-02-01,female
01ab4668-57e9-439e-81b1-97d7918c4fbb,2020-01-01,2020-02-01,female
01ab6ee0-11eb-49cf-bfb9-1a53e0ca67dc,2020-01-01,2020-02-01,female
01abc04c-c9e7-4137-865d-a3125d446432,2020-01-01,2020-02-01,female
01af946d-a4c6-4ac1-8a79-45ee76761632,2020-01-01,2020-02-01,female
01b2c3b6-af27-4da1-b4e7-69eda232e8eb,2020-01-01,2020-02-01,female
01b4dacf-ba3e-4670-b983-ed9384114906,2020-01-01,2020-02-01,female
01b67944-678a-423d-911a-5e3e28435b21,2020-01-01,2020-02-01,female
01b67e40-fab6-44fd-9479-e559a193d363,2020-01-01,2020-02-01,female
01b86b29-df8f-4de6-8137-72ad9dcab249,2020-01-01,2020-02-01,female
01bb6c90-ca96-4b82-ba67-3a78c6e8c61e,2020-01-01,2020-02-01,female
01bdd670-f8a3-4102-8717-d32b0694ea86,2020-01-01,2020-02-01,female
01c171a1-fbed-47de-b99f-b8bf6d4c69ce,2020-01-01,2020-02-01,female
01c2c9f8-d14c-42a8-9c1a-49dcc344b44b,2020-01-01,2020-02-01,female
01c6f62f-8450-458c-a400-5c9822cfe66b,2020-01-01,2020-02-01,female
01cf3553-3535-4b1d-be73-fe6204979518,2020-01-01,2020-02-01,female
01cf7d92-d92d-495a-b173-9e6420efa9f6,2020-01-01,2020-02-01,female
01d4268c-cd23-46cc-9ecc-d895a3ada23c,2020-01-01,2020-02-01,female
01d5c2da-dd24-4053-92f8-9509b314ecb2,2020-01-01,2020-02-01,female
01d76a4a-612b-4153-b89d-8e51bec0ed6e,2020-01-01,2020-02-01,female
01d88cb0-bea2-449e-93df-7af28332e63c,2020-01-01,2020-02-01,female
01e51def-404e-468f-b028-3debe3ed995a,2020-01-01,2020-02-01,female
01e686c7-33d0-45d9-9dad-03c82a0f9edc,2020-01-01,2020-02-01,female
01e6b060-3691-4848-9b9a-4be8db1264e1,2020-01-01,2020-02-01,female
01e807e3-c61c-4cf6-af0d-9ce225e4d558,2020-01-01,2020-02-01,female
01e8d638-2267-4fae-a385-08c2485fcc28,2020-01-01,2020-02-01,female
01ea70bd-1537-4934-be51-130ce91051fb,2020-01-01,2020-02-01,female
01ea8e3b-9175-494f-9c87-374b71ffdab5,2020-01-01,2020-02-01,female
01ec0ed3-c33e-46c5-859b-f0d991262575,2020-01-01,2020-02-01,female
01ed95f4-a652-4fbf-a9fe-ec0971e23c4b,2020-01-01,2020-02-01,female
01ee7b28-72f3-4e0b-bf12-a0b619884933,2020-01-01,2020-02-01,female
01f1e2ef-25ae-44a0-971c-d1549ae45de5,2020-01-01,2020-02-01,female
01f352fb-8c0f-4e98-8936-995cb9fb68b7,2020-01-01,2020-02-01,female
01f4fd67-5910-4686-9e78-bfeec121f401,2020-01-01,2020-02-01,female
01f7ac84-4924-4955-8d2a-d9b711996a60,2020-01-01,2020-02-01,female
01f95d45-349e-4f06-b09e-a8e7aaaae212,2020-01-01,2020-02-01,female
01fa5128-395b-4280-8292-444338ed70fb,2020-01-01,2020-02-01,female
0202141f-cbd3-435e-ab8e-180ddd631e2f,2020-01-01,2020-02-01,female
0202274c-8fa9-4706-8185-6201bcdd17d9,2020-01-01,2020-02-01,female
02032c55-3baa-4121-806e-8e09f35f53cb,2020-01-01,2020-02-01,female
02083b88-3614-4f39-ad29-7e9b71cc211d,2020-01-01,2020-02-01,female
020c2989-f677-4f2d-91bd-98424cbda7b2,2020-01-01,2020-02-01,female
020c2d2e-71df-4bda-93dd-4bec57d01af9,2020-01-01,2020-02-01,female
020d4278-0de1-42ac-8d80-1acf87cf4e39,2020-01-01,2020-02-01,female
020f8215-27af-4d95-8ea9-cbe137b492e2,2020-01-01,2020-02-01,female
020f9492-4a9d-4eda-881b-810e8c1eeed9,2020-01-01,2020-02-01,female
02112a20-5a54-46bc-9c68-5588e0952df1,2020-01-01,2020-02-01,female
02118f0b-a3dc-42b2-970a-fad3b525a357,2020-01-01,2020-02-01,female
0213e07c-e1f4-476b-b6c7-5e20e926d0ed,2020-01-01,2020-02-01,female
0213ebd6-22b8-410f-8b4a-0fa518e97582,2020-01-01,2020-02-01,female
02177f5b-8451-43c7-afbf-e2e1aefc6434,2020-01-01,2020-02-01,female
02194b24-809f-4de2-85f2-f0e6861cf811,2020-01-01,2020-02-01,female
021a74b3-bf22-4730-b046-c4e9f9ca6726,2020-01-01,2020-02-01,male
0224bab4-4a88-4e39-866d-9139c16e786a,2020-01-01,2020-02-01,female
02291283-f9a0-4811-9d4f-6f523f01ca5e,2020-01-01,2020-02-01,female
02296af8-4e0e-4e53-908e-16046b13d443,2020-01-01,2020-02-01,female
022bfe0b-0d47-41e3-971a-6b9643e02e82,2020-01-01,2020-02-01,female
022c7edf-b357-44f2-a35e-f05ce6671ecb,2020-01-01,2020-02-01,female
0234af00-3f9c-4076-83a8-4820a5578e0f,2020-01-01,2020-02-01,female
02382ab5-2fd5-4365-9e97-71cf49f10ccc,2020-01-01,2020-02-01,female
02393ec4-3df9-432d-b8ac-66d724770c31,2020-01-01,2020-02-01,female
023a2b1f-4014-4d81-92f2-9de3a1ec8900,2020-01-01,2020-02-01,female
023a4f22-4744-4aac-b245-fcf68c4c9c09,2020-01-01,2020-02-01,female
023a9a8d-7746-4f94-87bc-c1ba58050b23,2020-01-01,2020-02-01,female
02406f7e-095c-4c5c-ad70-6bb1a8e9b926,2020-01-01,2020-02-01,female
024b3014-9102-4d5b-a7ca-f223ea73420c,2020-01-01,2020-02-01,female
024be936-eb7d-48d7-9ef5-e9764c9d5624,2020-01-01,2020-02-01,female
025548c0-2e8c-48a1-b306-c0195fabb043,2020-01-01,2020-02-01,female
025553a6-786f-444c-88c6-eecc6cd2259d,2020-01-01,2020-02-01,female
025aec04-f943-41c7-8980-398a1ceff2e8,2020-01-01,2020-02-01,female
025bdb51-5ec9-4b76-8134-d296ab23b5aa,2020-01-01,2020-02-01,female
025e6010-5c24-41af-894a-175c62d2447c,2020-01-01,2020-02-01,female
025fd5c9-82d2-427f-a52b-72dd38916c67,2020-01-01,2020-02-01,female
02606607-1e8d-4d44-b340-cf5e67b55a34,2020-01-01,2020-02-01,female
02607edb-d6bd-4e17-be83-76468c656a31,2020-01-01,2020-02-01,female
026246da-5cdf-42fa-9c85-c32d0601ecb6,2020-01-01,2020-02-01,female
02626ba4-1e5a-462a-bbbc-814523967a63,2020-01-01,2020-02-01,female
0265c9da-3645-4568-91ad-bc6886d25e5d,2020-01-01,2020-02-01,female
026ba8b8-7af8-42e9-ab5a-3886388aa5a6,2020-01-01,2020-02-01,female
026c3b61-d2d4-4acb-820e-8a03f9345703,2020-01-01,2020-02-01,female
026e34fe-86e7-4035-b404-8c4df581176a,2020-01-01,2020-02-01,female
02718ae7-4175-4bb7-a892-138f7176b6e1,2020-01-01,2020-02-01,female
0273cb38-5364-4658-b62c-b159457b8bfd,2020-01-01,2020-02-01,female
02747f28-12e2-4b5e-bf48-598f9ac583d9,2020-01-01,2020-02-01,female
0276a80a-8195-4abf-b26d-7edbf018a938,2020-01-01,2020-02-01,female
027aa0de-6ce1-4b3f-a838-15c7060bec6c,2020-01-01,2020-02-01,female
027aea2c-2632-456b-858d-a55ea219ca63,2020-01-01,2020-02-01,female
028317c8-9166-4696-9701-c3c511cca5a5,2020-01-01,2020-02-01,female
02834d78-def6-4e4b-9b80-6d363db3fcb2,2020-01-01,2020-02-01,female
0285ee07-cc28-46fe-8d57-8099e252dfc0,2020-01-01,2020-02-01,female
0285f5ec-b4ec-410a-9787-05622e862112,2020-01-01,2020-02-01,female
028d62cb-9992-4921-890a-61cdac59d8c0,2020-01-01,2020-02-01,female
02902380-9857-47bc-9f71-e8e92355339e,2020-01-01,2020-02-01,female
0291b9af-e370-4ec0-a84b-19512fbcbcfc,2020-01-01,2020-02-01,female
0292fb4a-d425-447a-9576-09f9f34e9cba,2020-01-01,2020-02-01,female
0297682e-0caf-470c-8452-fcf835661910,2020-01-01,2020-02-01,female
029886cc-b0d1-4dbf-8a55-a4f9d1f3a5ff,2020-01-01,2020-02-01,female
029e0946-c660-4279-b5fc-28bb4f497fdf,2020-01-01,2020-02-01,female
02a09a0d-8137-44ca-87f3-65363f6735f6,2020-01-01,2020-02-01,female
02a0e938-5233-4f8d-b06c-ff2eac0e8c5d,2020-01-01,2020-02-01,female
02a28275-0968-45af-82ab-edced159a81b,2020-01-01,2020-02-01,female
02a2fcb9-9cdb-46d2-9958-67399a4858bc,2020-01-01,2020-02-01,female
02a4797e-713a-46bf-8046-48c5b337bf96,2020-01-01,2020-02-01,female
02ad4635-496a-47e2-895d-4d7c7a9dd4b3,2020-01-01,2020-02-01,female
02ad6d34-2118-4520-8243-49a777cc4a5f,2020-01-01,2020-02-01,female
02af48c4-82c2-4c53-89f5-69b2ddacc313,2020-01-01,2020-02-01,female
02b09bd2-424e-41f1-843d-323a6b1253f8,2020-01-01,2020-02-01,female
02b1442b-95da-405c-84cd-440e082f39ab,2020-01-01,2020-02-01,female
02b16d80-6407-4a2a-9e61-47dcfe6aa142,2020-01-01,2020-02-01,female
02b668fd-e942-4003-9380-04811a9bc475,2020-01-01,2020-02-01,female
02b6a017-f7b2-4798-8384-9487a4985c74,2020-01-01,2020-02-01,female
02b6bfdd-8782-437c-8b12-ba38f7ae2144,2020-01-01,2020-02-01,female
02b75a18-af6e-4885-81c0-404026ded4d3,2020-01-01,2020-02-01,female
02b838f8-fa87-4736-8733-16e31629f4ea,2020-01-01,2020-02-01,female
02b94c93-986f-48ad-92d8-5621b188b2a5,2020-01-01,2020-02-01,female
02bee6e7-200e-4eea-85c1-56864f1e17cc,2020-01-01,2020-02-01,female
02c84ee0-5a68-418d-86a6-acabf0332bb0,2020-01-01,2020-02-01,female
02cc61ed-cacb-4cc5-82c8-d61aacd6b539,2020-01-01,2020-02-01,female
02cd55f4-ef46-4991-a84d-4a5e57b6d6e1,2020-01-01,2020-02-01,female
02cdb5dd-c77d-4a75-89fc-b2b562a26a16,2020-01-01,2020-02-01,female
02cf2879-0194-45fb-8c77-3934313e4d1a,2020-01-01,2020-02-01,female
02d665f9-8981-46d4-ab47-066e649a85ad,2020-01-01,2020-02-01,female
02db4aed-41c8-428d-b3d0-25d1e5d173d3,2020-01-01,2020-02-01,female
02dc1c67-8ef6-4701-995a-490253161fa8,2020-01-01,2020-02-01,female
02dca90d-4dbb-4887-9355-377b1e16d233,2020-01-01,2020-02-01,female
02dcdae9-1dc4-41e8-b852-56e7927a364d,2020-01-01,2020-02-01,female
02e044d9-ab5d-4ab1-8823-3a0df835b1a5,2020-01-01,2020-02-01,female
02e32ff9-5c0b-4331-b925-b3405c928630,2020-01-01,2020-02-01,female
02e419fc-0684-4904-a6b0-aff4956bc0b7,2020-01-01,2020-02-01,female
02e4c0a0-47aa-4473-93f5-15bc246b732a,2020-01-01,2020-02-01,female
02e8182e-2973-4c82-868f-cf0828d20d1e,2020-01-01,2020-02-01,female
02ea00f3-9cf9-401a-8379-2c19035946fd,2020-01-01,2020-02-01,female
02ed94ac-6c1f-4c9f-ba02-ee988f89e125,2020-01-01,2020-02-01,female
02f1e3a3-ef8e-4c4e-86ba-fbec6903f1b2,2020-01-01,2020-02-01,female
02f261f4-41c5-4272-b7db-8189902c3d1e,2020-01-01,2020-02-01,female
02f2d2a5-19af-461a-992f-8972fc95a57d,2020-01-01,2020-02-01,female
02f38deb-7903-49c7-af1f-2e8e575e0e69,2020-01-01,2020-02-01,female
02f4b6a7-5653-4b93-bd64-e547843939fa,2020-01-01,2020-02-01,female
02f5f264-3860-411a-8468-cf5d7c41c945,2020-01-01,2020-02-01,female
02fdf238-73e3-4e1f-846f-b5eb98014b9d,2020-01-01,2020-02-01,female
02fe624b-ece0-4ebd-9b23-9eab2ccd20c3,2020-01-01,2020-02-01,female
0300d07e-57f9-4f2d-b019-aa2d06a1d80c,2020-01-01,2020-02-01,female
